0 0  0 -85.4038
0 5127.54  1 -54.7459
0 5141.32  1 -54.1477
0 5155.11  1 -53.9266
0 5168.89  1 -54.2122
0 5182.67  1 -54.3135
0 5196.46  1 -54.3071
0 5210.24  1 -52.7593
0 5224.03  1 -51.0587
0 5237.81  1 -49.876
0 5251.59  1 -49.1044
0 5265.38  1 -49.3645
0 5279.16  1 -49.4476
0 5292.94  1 -49.3751
0 5306.73  1 -48.7749
0 5320.51  1 -47.8032
0 5334.29  1 -47.09
0 5348.08  1 -46.5831
0 5361.86  1 -46.7085
0 5375.65  1 -46.8321
0 5389.43  1 -46.8308
0 5403.21  1 -46.4912
0 5417  1 -45.3303
0 5430.78  1 -44.4585
0 5444.56  1 -43.919
0 5458.35  1 -45.1463
0 5472.13  1 -47.0656
0 5485.92  1 -48.185
0 5499.7  1 -48.9302
0 5513.48  1 -50.7138
0 5527.27  1 -51.9075
0 5541.05  1 -52.8111
0 5554.83  1 -52.7935
0 5568.62  1 -51.6472
0 5582.4  1 -50.8978
0 5596.19  1 -50.4731
0 5609.97  1 -51.3434
0 5623.75  1 -52.3586
0 5637.54  1 -53.0325
0 5651.32  1 -53.5802
0 5665.1  1 -54.4521
0 5678.89  1 -55.1044
0 5692.67  1 -55.6355
0 5706.45  1 -56.6154
0 5720.24  1 -57.9615
0 5734.02  1 -58.9456
0 5747.81  1 -59.7526
0 5761.59  1 -61.0039
0 5775.37  1 -62.073
0 5789.16  1 -62.9612
0 5802.94  1 -63.9842
0 5816.72  1 -65.7907
0 5830.51  1 -67.1142
0 5844.29  1 -68.2439
0 5858.08  1 -69.1296
0 5871.86  1 -69.8938
0 5885.64  1 -70.6279
0 5899.43  1 -71.3266
0 5913.21  1 -73.553
0 5926.99  1 -75.2349
0 5940.78  1 -76.5776
0 5954.56  1 -77.0436
0 5968.35  1 -76.2668
0 5982.13  1 -75.8432
0 5995.91  1 -75.8029
0 6009.7  1 -75.5263
0 6023.48  1 -75.263
0 6037.26  1 -75.1622
0 6051.05  1 -75.2115
0 6064.83  1 -76.0505
0 6078.61  1 -76.6813
0 6092.4  1 -77.1611
0 6106.18  1 -78.9964
0 6119.97  1 -81.9021
0 6133.75  1 -83.5636
0 6147.53  1 -84.5166
0 6161.32  1 -84.2988
0 6175.1  1 -83.8635
0 6188.88  1 -83.7694
0 6202.67  1 -84.1877
0 6216.45  1 -86.1916
0 6230.24  1 -86.7876
0 6244.02  1 -87.4458
0 6257.8  1 -88.871
0 6271.59  1 -90.3764
0 6285.37  1 -91.2085
0 6299.15  1 -92.1551
0 6312.94  1 -88.3824
0 6326.72  1 -91.5094
0 6340.51  1 -90.5173
0 6354.29  1 -89.9388
0 6368.07  1 -88.9696
0 6381.86  1 -88.3153
0 6395.64  1 -87.5561
0 6409.42  1 -86.6041
0 6423.21  1 -85.4974
0 6436.99  1 -84.5493
0 6450.78  1 -83.6355
0 6464.56  1 -80.9407
0 6478.34  1 -78.2947
0 6492.13  1 -76.6144
0 6505.91  1 -76.3038
0 6519.69  1 -78.0613
0 6533.48  1 -78.8993
0 6547.26  1 -79.324
0 6561.04  1 -77.8576
0 6574.83  1 -76.3193
0 6588.61  1 -75.2824
0 6602.4  1 -74.2468
0 6616.18  1 -72.4215
0 6629.96  1 -70.9038
0 6643.75  1 -69.855
0 6657.53  1 -70.3127
0 6671.31  1 -71.865
0 6685.1  1 -72.6421
0 6698.88  1 -73.0632
0 6712.67  1 -72.938
0 6726.45  1 -72.8022
0 6740.23  1 -72.7071
0 6754.02  1 -73.3798
0 6767.8  1 -75.8616
0 6781.58  1 -77.312
0 6795.37  1 -78.4189
0 6809.15  1 -78.3447
0 6822.94  1 -78.0072
0 6836.72  1 -77.8982
0 6850.5  1 -77.8965
0 6864.29  1 -77.9355
0 6878.07  1 -77.9949
0 6891.85  1 -78.0647
0 6905.64  1 -78.1397
0 6919.42  1 -78.2172
0 6933.2  1 -78.2956
0 6946.99  1 -78.3742
0 6960.77  1 -77.648
0 6974.56  1 -76.9305
0 6988.34  1 -76.4447
0 7002.12  1 -76.2336
0 7015.91  1 -76.9487
0 7029.69  1 -77.3713
0 7043.47  1 -77.6536
0 7057.26  1 -78.0332
0 7071.04  1 -78.4716
0 7084.83  1 -78.8052
0 7098.61  1 -79.081
0 7112.39  1 -78.9064
0 7126.18  1 -78.7924
0 7139.96  1 -78.7557
0 7153.74  1 -78.8348
0 7167.53  1 -79.1304
0 7181.31  1 -79.3457
0 7195.1  1 -79.5187
0 7208.88  1 -77.4626
0 7222.66  1 -74.8508
0 7236.45  1 -72.8907
0 7250.23  1 -71.4761
0 7264.01  1 -73.4163
0 7277.8  1 -74.3795
0 7291.58  1 -74.9991
0 7305.36  1 -76.0214
0 7319.15  1 -77.7443
0 7332.93  1 -78.892
0 7346.72  1 -79.7965
0 7360.5  1 -81.4555
0 7374.28  1 -82.9498
0 7388.07  1 -84.1419
0 7401.85  1 -84.9713
0 7415.63  1 -84.6139
0 7429.42  1 -84.5673
0 7443.2  1 -84.6965
0 7456.99  1 -84.5598
0 7470.77  1 -84.2414
0 7484.55  1 -84.094
0 7498.34  1 -84.0427
0 7512.12  1 -84.6093
0 7525.9  1 -85.0969
0 7539.69  1 -85.4777
0 7553.47  1 -85.6404
0 7567.26  1 -85.3465
0 7581.04  1 -85.2087
0 7594.82  1 -85.1679
0 7608.61  1 -85.7809
0 7622.39  1 -86.5977
0 7636.17  1 -87.1954
0 7649.96  1 -87.6798
0 7663.74  1 -83.4182
0 7677.53  1 -79.8617
0 7691.31  1 -77.4671
0 7705.09  1 -77.1059
0 7718.88  1 -80.4525
0 7732.66  1 -82.0808
0 7746.44  1 -83.3283
0 7760.23  1 -83.8609
0 7774.01  1 -84.2667
0 7787.79  1 -84.6645
0 7801.58  1 -85.0254
0 7815.36  1 -85.2213
0 7829.15  1 -85.4437
0 7842.93  1 -85.6734
0 7856.71  1 -85.8201
0 7870.5  1 -85.902
0 7884.28  1 -86.0175
0 7898.06  1 -86.1485
0 7911.85  1 -85.8745
0 7925.63  1 -85.6589
0 0  2 -74.4668
0 13.7837  2 -74.4642
0 27.5674  2 -74.4863
0 41.3511  2 -74.5176
0 55.1348  2 -74.498
0 68.9185  2 -74.4442
0 82.7022  2 -74.4226
0 96.486  2 -74.3731
0 110.27  2 -74.2628
0 124.053  2 -74.1434
0 137.837  2 -74.0577
0 151.621  2 -73.8278
0 165.404  2 -73.4124
0 179.188  2 -72.8801
0 192.972  2 -72.3461
0 206.756  2 -72.0601
0 220.539  2 -71.9155
0 234.323  2 -71.7579
0 248.107  2 -71.583
0 261.89  2 -71.3843
0 275.674  2 -71.1496
0 289.458  2 -70.8709
0 303.242  2 -70.6062
0 317.025  2 -70.3512
0 330.809  2 -69.9268
0 344.593  2 -69.6797
0 358.376  2 -69.9689
0 372.16  2 -70.5159
0 385.944  2 -71.3192
0 399.728  2 -71.7193
0 413.511  2 -71.6058
0 427.295  2 -71.4736
0 441.079  2 -71.3324
0 454.862  2 -71.1785
0 468.646  2 -71.0102
0 482.43  2 -70.8059
0 496.213  2 -70.6255
0 509.997  2 -70.5118
0 523.781  2 -70.4189
0 537.565  2 -70.3408
0 551.348  2 -70.1863
0 565.132  2 -69.9354
0 578.916  2 -69.6223
0 592.699  2 -69.2992
0 606.483  2 -69.0823
0 620.267  2 -68.9216
0 634.051  2 -68.7126
0 647.834  2 -68.5246
0 661.618  2 -68.3811
0 675.402  2 -68.2115
0 689.185  2 -67.9975
0 702.969  2 -67.8927
0 716.753  2 -67.8879
0 730.536  2 -67.8625
0 744.32  2 -67.8623
0 758.104  2 -67.9368
0 771.888  2 -68.053
0 785.671  2 -68.2117
0 799.455  2 -68.3267
0 813.239  2 -68.389
0 827.022  2 -68.4679
0 840.806  2 -68.5525
0 854.59  2 -68.5781
0 868.374  2 -68.5555
0 882.157  2 -68.5404
0 895.941  2 -68.4665
0 909.725  2 -68.2591
0 923.508  2 -67.9684
0 937.292  2 -67.3721
0 951.076  2 -67.9029
0 964.86  2 -69.2325
0 978.643  2 -70.9565
0 992.427  2 -72.3692
0 1006.21  2 -72.2712
0 1019.99  2 -70.7224
0 1033.78  2 -67.9523
0 1047.56  2 -66.2684
0 1061.35  2 -67.1394
0 1075.13  2 -68.4105
0 1088.91  2 -69.782
0 1102.7  2 -70.4656
0 1116.48  2 -70.5251
0 1130.26  2 -70.6097
0 1144.05  2 -70.6774
0 1157.83  2 -70.6787
0 1171.62  2 -70.6452
0 1185.4  2 -70.5802
0 1199.18  2 -70.5733
0 1212.97  2 -70.6427
0 1226.75  2 -70.7371
0 1240.53  2 -70.8417
0 1254.32  2 -70.8903
0 1268.1  2 -70.8957
0 1281.88  2 -70.9022
0 1295.67  2 -70.9097
0 1309.45  2 -70.9183
0 1323.24  2 -70.9282
0 1337.02  2 -70.9392
0 1350.8  2 -70.9514
0 1364.59  2 -70.965
0 1378.37  2 -70.98
0 1392.15  2 -70.9964
0 1405.94  2 -71.0143
0 1419.72  2 -71.0337
0 1433.51  2 -71.0547
0 1447.29  2 -71.0775
0 1461.07  2 -71.1021
0 1474.86  2 -71.1285
0 1488.64  2 -71.1568
0 1502.42  2 -71.1872
0 1516.21  2 -71.2198
0 1529.99  2 -71.2546
0 1543.78  2 -71.2918
0 1557.56  2 -71.3315
0 1571.34  2 -71.3739
0 1585.13  2 -71.419
0 1598.91  2 -71.4671
0 1612.69  2 -71.5183
0 1626.48  2 -71.5727
0 1640.26  2 -71.6307
0 1654.04  2 -71.6924
0 1667.83  2 -71.758
0 1681.61  2 -71.8278
0 1695.4  2 -71.9021
0 1709.18  2 -71.9812
0 1722.96  2 -72.0655
0 1736.75  2 -72.1553
0 1750.53  2 -72.251
0 1764.31  2 -72.3532
0 1778.1  2 -72.4624
0 1791.88  2 -72.5792
0 1805.67  2 -72.7044
0 1819.45  2 -72.8386
0 1833.23  2 -72.9829
0 1847.02  2 -73.1383
0 1860.8  2 -73.3062
0 1874.58  2 -73.4881
0 1888.37  2 -73.6858
0 1902.15  2 -73.9016
0 1915.94  2 -74.1384
0 1929.72  2 -74.3997
0 1943.5  2 -74.6904
0 1957.29  2 -75.0167
0 1971.07  2 -75.3875
0 1984.85  2 -75.8158
0 1998.64  2 -76.3219
0 2012.42  2 -76.9391
0 2026.2  2 -77.7204
0 2039.99  2 -78.5906
0 2053.77  2 -79.2084
0 2067.56  2 -79.4516
0 2081.34  2 -79.8656
0 2095.12  2 -80.274
0 2108.91  2 -80.3743
0 2122.69  2 -80.3426
0 2136.47  2 -80.6404
0 2150.26  2 -80.5315
0 2164.04  2 -79.3468
0 2177.83  2 -77.8156
0 2191.61  2 -76.1055
0 2205.39  2 -75.1692
0 2219.18  2 -74.8619
0 2232.96  2 -74.4141
0 2246.74  2 -74.1161
0 2260.53  2 -74.1923
0 2274.31  2 -74.3911
0 2288.1  2 -74.6459
0 2301.88  2 -74.9083
0 2315.66  2 -75.1901
0 2329.45  2 -75.6168
0 2343.23  2 -76.0154
0 2357.01  2 -75.9925
0 2370.8  2 -75.6191
0 2384.58  2 -75.1545
0 2398.37  2 -74.7255
0 2412.15  2 -74.4328
0 2425.93  2 -74.1124
0 2439.72  2 -73.742
0 2453.5  2 -73.4538
0 2467.28  2 -73.2587
0 2481.07  2 -73.0001
0 2494.85  2 -72.7546
0 2508.63  2 -72.5963
0 2522.42  2 -72.4643
0 2536.2  2 -72.0981
0 2549.99  2 -72.5282
0 2563.77  2 -73.633
0 2577.55  2 -75.016
0 2591.34  2 -76.4364
0 2605.12  2 -77.3844
0 2618.9  2 -77.2796
0 2632.69  2 -77.3697
0 2646.47  2 -77.3286
0 2660.26  2 -76.7228
0 2674.04  2 -75.854
0 2687.82  2 -74.7176
0 2701.61  2 -73.864
0 2715.39  2 -73.5181
0 2729.17  2 -73.0954
0 2742.96  2 -72.7137
0 2756.74  2 -72.6703
0 2770.53  2 -72.8997
0 2784.31  2 -73.3736
0 2798.09  2 -73.62
0 2811.88  2 -72.8542
0 2825.66  2 -71.751
0 2839.44  2 -70.4162
0 2853.23  2 -69.5507
0 2867.01  2 -69.2468
0 2880.79  2 -68.8242
0 2894.58  2 -68.6215
0 2908.36  2 -68.9877
0 2922.15  2 -69.6817
0 2935.93  2 -70.6111
0 2949.71  2 -71.3523
0 2963.5  2 -71.8848
0 2977.28  2 -72.7889
0 2991.06  2 -73.6678
0 3004.85  2 -73.5524
0 3018.63  2 -71.0667
0 3032.42  2 -68.0497
0 3046.2  2 -64.9998
0 3059.98  2 -63.4386
0 3073.77  2 -62.1559
0 3087.55  2 -60.461
0 3101.33  2 -59.0036
0 3115.12  2 -58.0419
0 3128.9  2 -56.7721
0 3142.69  2 -55.3961
0 3156.47  2 -54.5167
0 3170.25  2 -53.9123
0 3184.04  2 -52.9345
0 3197.82  2 -52.3523
0 3211.6  2 -52.291
0 3225.39  2 -52.3119
0 3239.17  2 -53.1126
0 3252.95  2 -61.7942
0 3266.74  2 -61.168
0 3280.52  2 -61.5107
0 3294.31  2 -64.2956
0 3308.09  2 -65.5191
0 3321.87  2 -65.6083
0 3335.66  2 -65.8321
0 3349.44  2 -65.5501
0 3363.22  2 -61.9184
0 3377.01  2 -56.6181
0 3390.79  2 -49.6163
0 3404.58  2 -46.3081
0 3418.36  2 -46.4988
0 3432.14  2 -46.7051
0 3445.93  2 -47.1182
0 3459.71  2 -47.7141
0 3473.49  2 -48.4773
0 3487.28  2 -49.4221
0 3501.06  2 -49.8528
0 3514.85  2 -50.4711
0 3528.63  2 -51.2924
0 3542.41  2 -51.9756
0 3556.2  2 -52.4081
0 3569.98  2 -52.9145
0 3583.76  2 -53.5786
0 3597.55  2 -54.55
0 3611.33  2 -55.9011
0 3625.12  2 -57.5867
0 3638.9  2 -59.9937
0 3652.68  2 -61.3212
0 3666.47  2 -60.6255
0 3680.25  2 -59.6761
0 3694.03  2 -58.874
0 3707.82  2 -58.6437
0 3721.6  2 -58.1254
0 3735.38  2 -61.1596
0 3749.17  2 -57.8912
0 3762.95  2 -56.5349
0 3776.74  2 -52.5651
0 3790.52  2 -46.7312
0 3804.3  2 -42.0916
0 3818.09  2 -39.4551
0 3831.87  2 -35.5577
0 3845.65  2 -31.2453
0 3859.44  2 -28.686
0 3873.22  2 -26.561
0 3887.01  2 -23.6472
0 3900.79  2 -20.9949
0 3914.57  2 -16.103
0 3928.36  2 -32.4079
0 3942.14  2 -20.5364
0 3955.92  2 -15.0798
0 3969.71  2 -16.9477
0 3983.49  2 -17.6653
0 3997.28  2 -20.9613
0 4011.06  2 -24.6767
0 4024.84  2 -26.4035
0 4038.63  2 -28.4797
0 4052.41  2 -30.1749
0 4066.19  2 -31.8701
0 4079.98  2 -33.4636
0 4093.76  2 -34.829
0 4107.54  2 -36.0247
0 4121.33  2 -37.0464
0 4135.11  2 -37.9846
0 4148.9  2 -38.8771
0 4162.68  2 -39.6531
0 4176.46  2 -40.3298
0 4190.25  2 -41.0049
0 4204.03  2 -41.6778
0 4217.81  2 -42.3941
0 4231.6  2 -43.1077
0 4245.38  2 -43.7594
0 4259.17  2 -44.3755
0 4272.95  2 -44.9587
0 4286.73  2 -45.5147
0 4300.52  2 -46.0489
0 4314.3  2 -46.6331
0 4328.08  2 -47.2442
0 4341.87  2 -47.7911
0 4355.65  2 -48.3082
0 4369.44  2 -48.7972
0 4383.22  2 -49.2641
0 4397  2 -49.7114
0 4410.79  2 -50.0858
0 4424.57  2 -50.3893
0 4438.35  2 -50.7021
0 4452.14  2 -51.0657
0 4465.92  2 -51.716
0 4479.7  2 -52.5027
0 4493.49  2 -53.1183
0 4507.27  2 -53.6402
0 4521.06  2 -54.0496
0 4534.84  2 -54.425
0 4548.62  2 -54.8002
0 4562.41  2 -55.231
0 4576.19  2 -55.7049
0 4589.97  2 -56.133
0 4603.76  2 -56.5556
0 4617.54  2 -57.0242
0 4631.33  2 -57.4999
0 4645.11  2 -57.9253
0 4658.89  2 -58.2327
0 4672.68  2 -58.4035
0 4686.46  2 -58.575
0 4700.24  2 -58.7809
0 4714.03  2 -59.1412
0 4727.81  2 -59.6079
0 4741.6  2 -59.991
0 4755.38  2 -60.322
0 4769.16  2 -60.5655
0 4782.95  2 -60.7783
0 4796.73  2 -61.0082
0 4810.51  2 -62.8207
0 4824.3  2 -65.8202
0 4838.08  2 -68.0921
0 4851.87  2 -69.4938
0 4865.65  2 -68.732
0 4879.43  2 -67.1849
0 4893.22  2 -65.9165
0 4907  2 -64.8571
0 4920.78  2 -63.4565
0 4934.57  2 -61.8521
0 4948.35  2 -60.5442
0 4962.13  2 -59.5021
0 4975.92  2 -58.8627
0 4989.7  2 -58.2998
0 5003.49  2 -57.7569
0 5017.27  2 -57.0696
0 5031.05  2 -56.2097
0 5044.84  2 -55.5091
0 5058.62  2 -54.8992
0 5072.4  2 -54.3652
0 5086.19  2 -53.889
0 5099.97  2 -53.4607
0 5113.76  2 -52.9297
0 5127.54  2 -52.1014
0 5141.32  2 -51.4444
0 5155.11  2 -50.9311
0 5168.89  2 -50.7972
0 5182.67  2 -50.8957
0 5196.46  2 -50.8671
0 5210.24  2 -50.4085
0 5224.03  2 -49.2597
0 5237.81  2 -48.0607
0 5251.59  2 -47.1033
0 5265.38  2 -46.4617
0 5279.16  2 -46.5254
0 5292.94  2 -46.4055
0 5306.73  2 -46.1818
0 5320.51  2 -45.6291
0 5334.29  2 -44.9017
0 5348.08  2 -44.3477
0 5361.86  2 -43.9397
0 5375.65  2 -43.9714
0 5389.43  2 -43.9407
0 5403.21  2 -43.8224
0 5417  2 -43.4624
0 5430.78  2 -42.6389
0 5444.56  2 -42.054
0 5458.35  2 -41.7589
0 5472.13  2 -43.0434
0 5485.92  2 -44.2794
0 5499.7  2 -45.0452
0 5513.48  2 -46.1983
0 5527.27  2 -47.6
0 5541.05  2 -48.5321
0 5554.83  2 -48.9625
0 5568.62  2 -48.5142
0 5582.4  2 -47.6982
0 5596.19  2 -47.186
0 5609.97  2 -47.2493
0 5623.75  2 -48.1146
0 5637.54  2 -48.839
0 5651.32  2 -49.4023
0 5665.1  2 -50.0915
0 5678.89  2 -50.8276
0 5692.67  2 -51.389
0 5706.45  2 -52.1434
0 5720.24  2 -53.3065
0 5734.02  2 -54.4263
0 5747.81  2 -55.2918
0 5761.59  2 -56.3372
0 5775.37  2 -57.4864
0 5789.16  2 -58.4338
0 5802.94  2 -59.3863
0 5816.72  2 -60.8078
0 5830.51  2 -62.2895
0 5844.29  2 -63.4355
0 5858.08  2 -64.4017
0 5871.86  2 -65.1994
0 5885.64  2 -65.9286
0 5899.43  2 -66.6201
0 5913.21  2 -68.0941
0 5926.99  2 -69.8518
0 5940.78  2 -71.2276
0 5954.56  2 -72.024
0 5968.35  2 -71.8637
0 5982.13  2 -71.5362
0 5995.91  2 -71.4356
0 6009.7  2 -71.3076
0 6023.48  2 -71.1088
0 6037.26  2 -70.9801
0 6051.05  2 -70.967
0 6064.83  2 -71.3838
0 6078.61  2 -72.0309
0 6092.4  2 -72.5199
0 6106.18  2 -73.7902
0 6119.97  2 -76.6126
0 6133.75  2 -79.4187
0 6147.53  2 -81.3781
0 6161.32  2 -81.7699
0 6175.1  2 -80.7687
0 6188.88  2 -80.5064
0 6202.67  2 -80.7923
0 6216.45  2 -82.8246
0 6230.24  2 -85.5139
0 6244.02  2 -86.2306
0 6257.8  2 -86.3798
0 6271.59  2 -86.3552
0 6285.37  2 -86.33
0 6299.15  2 -86.7477
0 6312.94  2 -89.0093
0 6326.72  2 -91.9075
0 6340.51  2 -90.7937
0 6354.29  2 -90.6111
0 6368.07  2 -89.8261
0 6381.86  2 -87.589
0 6395.64  2 -86.3595
0 6409.42  2 -85.0997
0 6423.21  2 -83.5871
0 6436.99  2 -82.3143
0 6450.78  2 -81.2529
0 6464.56  2 -80.4074
0 6478.34  2 -79.2453
0 6492.13  2 -77.5396
0 6505.91  2 -75.0226
0 6519.69  2 -74.5073
0 6533.48  2 -75.3504
0 6547.26  2 -75.6376
0 6561.04  2 -75.3848
0 6574.83  2 -74.3145
0 6588.61  2 -73.217
0 6602.4  2 -72.3424
0 6616.18  2 -71.6812
0 6629.96  2 -70.3804
0 6643.75  2 -69.2561
0 6657.53  2 -67.9144
0 6671.31  2 -68.3283
0 6685.1  2 -69.1557
0 6698.88  2 -69.5314
0 6712.67  2 -69.653
0 6726.45  2 -69.4892
0 6740.23  2 -69.361
0 6754.02  2 -69.5089
0 6767.8  2 -70.9624
0 6781.58  2 -72.7751
0 6795.37  2 -73.8952
0 6809.15  2 -74.3877
0 6822.94  2 -74.2384
0 6836.72  2 -74.0779
0 6850.5  2 -74.0378
0 6864.29  2 -74.0467
0 6878.07  2 -74.0853
0 6891.85  2 -74.139
0 6905.64  2 -74.2015
0 6919.42  2 -74.2689
0 6933.2  2 -74.3389
0 6946.99  2 -74.4102
0 6960.77  2 -74.1529
0 6974.56  2 -73.5197
0 6988.34  2 -72.9803
0 7002.12  2 -72.619
0 7015.91  2 -72.7718
0 7029.69  2 -73.2786
0 7043.47  2 -73.5629
0 7057.26  2 -73.8769
0 7071.04  2 -74.2638
0 7084.83  2 -74.6271
0 7098.61  2 -74.9187
0 7112.39  2 -74.9866
0 7126.18  2 -74.8696
0 7139.96  2 -74.8213
0 7153.74  2 -74.8388
0 7167.53  2 -75.0071
0 7181.31  2 -75.2421
0 7195.1  2 -75.4192
0 7208.88  2 -74.6833
0 7222.66  2 -73.0198
0 7236.45  2 -71.117
0 7250.23  2 -69.5234
0 7264.01  2 -68.9573
0 7277.8  2 -70.2905
0 7291.58  2 -70.8185
0 7305.36  2 -71.5928
0 7319.15  2 -72.9357
0 7332.93  2 -74.2842
0 7346.72  2 -75.2433
0 7360.5  2 -76.5348
0 7374.28  2 -78.06
0 7388.07  2 -79.3039
0 7401.85  2 -80.2491
0 7415.63  2 -80.4775
0 7429.42  2 -80.3707
0 7443.2  2 -80.4624
0 7456.99  2 -80.4696
0 7470.77  2 -80.2904
0 7484.55  2 -80.0982
0 7498.34  2 -80.0114
0 7512.12  2 -80.2233
0 7525.9  2 -80.6866
0 7539.69  2 -81.0593
0 7553.47  2 -81.312
0 7567.26  2 -81.2763
0 7581.04  2 -81.1162
0 7594.82  2 -81.0562
0 7608.61  2 -81.3043
0 7622.39  2 -81.9448
0 7636.17  2 -82.5536
0 7649.96  2 -83.0415
0 7663.74  2 -81.4228
0 7677.53  2 -79.343
0 7691.31  2 -76.8613
0 7705.09  2 -74.4831
0 7718.88  2 -75.3496
0 7732.66  2 -77.5059
0 7746.44  2 -78.6544
0 7760.23  2 -79.4639
0 7774.01  2 -79.9101
0 7787.79  2 -80.31
0 7801.58  2 -80.6764
0 7815.36  2 -80.9446
0 7829.15  2 -81.1525
0 7842.93  2 -81.3752
0 7856.71  2 -81.5565
0 7870.5  2 -81.6729
0 7884.28  2 -81.7763
0 7898.06  2 -81.8981
0 7911.85  2 -81.8474
0 7925.63  2 -81.6473
0 0  3 -72.6354
0 13.7837  3 -72.6356
0 27.5674  3 -72.6374
0 41.3511  3 -72.627
0 55.1348  3 -72.6005
0 68.9185  3 -72.5471
0 82.7022  3 -72.4767
0 96.486  3 -72.3999
0 110.27  3 -72.2763
0 124.053  3 -72.1352
0 137.837  3 -71.9239
0 151.621  3 -71.6573
0 165.404  3 -71.2176
0 179.188  3 -70.7692
0 192.972  3 -70.3814
0 206.756  3 -70.1241
0 220.539  3 -69.9726
0 234.323  3 -69.8072
0 248.107  3 -69.6239
0 261.89  3 -69.4173
0 275.674  3 -69.1869
0 289.458  3 -68.9511
0 303.242  3 -68.7074
0 317.025  3 -68.455
0 330.809  3 -68.3037
0 344.593  3 -68.3742
0 358.376  3 -68.6837
0 372.16  3 -69.1996
0 385.944  3 -69.4089
0 399.728  3 -69.8112
0 413.511  3 -69.6914
0 427.295  3 -69.5544
0 441.079  3 -69.4077
0 454.862  3 -69.2499
0 468.646  3 -69.0757
0 482.43  3 -68.9113
0 496.213  3 -68.7557
0 509.997  3 -68.6395
0 523.781  3 -68.5357
0 537.565  3 -68.3908
0 551.348  3 -68.2153
0 565.132  3 -67.9534
0 578.916  3 -67.6843
0 592.699  3 -67.4353
0 606.483  3 -67.2323
0 620.267  3 -67.0644
0 634.051  3 -66.9026
0 647.834  3 -66.7357
0 661.618  3 -66.595
0 675.402  3 -66.4493
0 689.185  3 -66.3458
0 702.969  3 -66.2743
0 716.753  3 -66.275
0 730.536  3 -66.2954
0 744.32  3 -66.3403
0 758.104  3 -66.4246
0 771.888  3 -66.5468
0 785.671  3 -66.643
0 799.455  3 -66.7483
0 813.239  3 -66.813
0 827.022  3 -66.8732
0 840.806  3 -66.9116
0 854.59  3 -66.9299
0 868.374  3 -66.9111
0 882.157  3 -66.8562
0 895.941  3 -66.764
0 909.725  3 -66.6079
0 923.508  3 -66.4029
0 937.292  3 -66.722
0 951.076  3 -67.4352
0 964.86  3 -68.3873
0 978.643  3 -68.8536
0 992.427  3 -69.6577
0 1006.21  3 -69.5758
0 1019.99  3 -67.8934
0 1033.78  3 -65.6442
0 1047.56  3 -66.0754
0 1061.35  3 -66.8155
0 1075.13  3 -67.5653
0 1088.91  3 -68.0225
0 1102.7  3 -68.8496
0 1116.48  3 -68.9122
0 1130.26  3 -68.962
0 1144.05  3 -68.9976
0 1157.83  3 -68.9997
0 1171.62  3 -68.9699
0 1185.4  3 -68.9726
0 1199.18  3 -68.988
0 1212.97  3 -69.0622
0 1226.75  3 -69.1404
0 1240.53  3 -69.2
0 1254.32  3 -69.2456
0 1268.1  3 -69.2551
0 1281.88  3 -69.2658
0 1295.67  3 -69.2777
0 1309.45  3 -69.2908
0 1323.24  3 -69.3052
0 1337.02  3 -69.321
0 1350.8  3 -69.3382
0 1364.59  3 -69.3569
0 1378.37  3 -69.3771
0 1392.15  3 -69.3989
0 1405.94  3 -69.4224
0 1419.72  3 -69.4477
0 1433.51  3 -69.4747
0 1447.29  3 -69.5037
0 1461.07  3 -69.5347
0 1474.86  3 -69.5678
0 1488.64  3 -69.6031
0 1502.42  3 -69.6408
0 1516.21  3 -69.6808
0 1529.99  3 -69.7235
0 1543.78  3 -69.7688
0 1557.56  3 -69.817
0 1571.34  3 -69.8681
0 1585.13  3 -69.9225
0 1598.91  3 -69.9802
0 1612.69  3 -70.0414
0 1626.48  3 -70.1064
0 1640.26  3 -70.1754
0 1654.04  3 -70.2487
0 1667.83  3 -70.3264
0 1681.61  3 -70.4091
0 1695.4  3 -70.4968
0 1709.18  3 -70.5902
0 1722.96  3 -70.6894
0 1736.75  3 -70.7951
0 1750.53  3 -70.9077
0 1764.31  3 -71.0278
0 1778.1  3 -71.156
0 1791.88  3 -71.2931
0 1805.67  3 -71.4398
0 1819.45  3 -71.5973
0 1833.23  3 -71.7665
0 1847.02  3 -71.9488
0 1860.8  3 -72.1456
0 1874.58  3 -72.3589
0 1888.37  3 -72.5906
0 1902.15  3 -72.8435
0 1915.94  3 -73.1208
0 1929.72  3 -73.4265
0 1943.5  3 -73.7656
0 1957.29  3 -74.1445
0 1971.07  3 -74.5715
0 1984.85  3 -75.0572
0 1998.64  3 -75.6114
0 2012.42  3 -76.2403
0 2026.2  3 -76.8505
0 2039.99  3 -77.2079
0 2053.77  3 -77.5466
0 2067.56  3 -77.7992
0 2081.34  3 -77.9085
0 2095.12  3 -77.9621
0 2108.91  3 -77.9363
0 2122.69  3 -77.9848
0 2136.47  3 -77.5056
0 2150.26  3 -77.119
0 2164.04  3 -76.0516
0 2177.83  3 -74.8789
0 2191.61  3 -73.8907
0 2205.39  3 -73.3596
0 2219.18  3 -73.0497
0 2232.96  3 -72.843
0 2246.74  3 -72.7994
0 2260.53  3 -72.9347
0 2274.31  3 -73.1476
0 2288.1  3 -73.3617
0 2301.88  3 -73.6054
